Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
1999-08-11,10499.81,0.00,10641.91,10474.96,5
1999-08-12,10510.11,0.00,10635.52,10564.22,5
1999-08-13,10480.85,0.00,10881.97,10626.08,5
1999-08-16,10471.52,0.00,10930.48,10679.27,5
1999-08-17,10445.89,0.00,11001.99,10755.61,5
1999-08-18,10470.13,0.00,10922.83,10754.10,5
1999-08-19,10482.41,0.00,10833.44,10637.31,5
1999-08-20,10464.84,0.00,10943.25,10685.33,5
1999-08-23,10487.84,0.00,11152.67,10788.25,5
1999-08-24,10499.39,0.00,11193.53,10875.15,5
1999-08-25,10463.15,0.00,11308.46,10892.56,5
1999-08-26,10459.51,0.00,11173.10,10922.83,5
1999-08-27,10472.06,0.00,11037.75,10867.20,5
1999-08-30,10484.43,0.00,10833.44,10764.03,5
1999-08-31,10469.71,0.00,10792.58,10631.69,5
1999-09-01,10456.86,0.00,10925.38,10646.78,5
1999-09-02,10463.08,0.00,10796.41,10651.04,5
1999-09-03,10475.43,0.00,11111.81,10788.96,5
1999-09-07,10517.58,0.00,11070.95,10933.33,5
1999-09-08,10529.70,0.00,11017.32,10881.81,5
1999-09-09,10554.37,0.00,11012.21,10901.57,5
1999-09-10,10588.50,0.00,11104.15,10878.71,5
1999-09-13,10579.06,0.00,11028.81,10783.71,5
1999-09-14,10584.92,0.00,10956.03,10752.77,5
1999-09-15,10602.50,0.00,10782.37,10814.97,5
1999-09-16,10613.38,0.00,10824.51,10670.87,5
1999-09-17,10663.08,0.00,10961.27,10606.94,5
1999-09-20,10681.18,0.00,10945.91,10672.85,5
1999-09-21,10664.57,0.00,10715.41,10554.71,5
1999-09-22,10684.04,0.00,10703.88,10448.86,5
1999-09-23,10712.30,0.00,10479.80,10458.16,5
1999-09-24,10710.39,0.00,10469.55,10213.01,5
1999-09-27,10770.22,0.00,10538.70,10241.76,5
1999-09-28,10786.11,0.00,10518.21,10189.85,5
1999-09-29,10769.03,0.00,10392.72,10161.39,5
1999-09-30,10797.71,0.00,10551.51,10233.26,5
