Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
2000-10-09,10467.92,0.00,11587.06,19007.96,6
2000-10-10,10460.60,0.00,11395.67,19016.49,6
2000-10-11,10484.24,0.00,11299.98,19066.74,6
2000-10-12,10491.85,0.00,11018.05,19073.88,6
2000-10-13,10467.55,0.00,11385.33,18934.56,6
2000-10-16,10493.68,0.00,11437.05,19141.54,6
2000-10-17,10524.16,0.00,11152.55,19248.08,6
2000-10-18,10554.59,0.00,11111.17,19096.94,6
2000-10-19,10558.36,0.00,11530.16,19183.32,6
2000-10-20,10567.48,0.00,11579.30,19352.87,6
2000-10-23,10564.74,0.00,11631.03,19624.94,6
2000-10-24,10577.99,0.00,11553.44,19650.32,6
2000-10-25,10579.72,0.00,11281.87,19687.84,6
2000-10-26,10596.27,0.00,11312.90,19672.55,6
2000-10-27,10598.39,0.00,11527.58,19776.44,6
2000-10-30,10606.48,0.00,11631.03,19898.41,6
2000-10-31,10592.28,0.00,11831.47,20348.59,6
2000-11-01,10580.72,0.00,11791.39,20509.97,6
2000-11-02,10597.14,0.00,11810.78,20563.21,6
2000-11-03,10589.73,0.00,11817.25,20652.61,6
2000-11-06,10611.23,0.00,11900.02,20656.23,6
2000-11-07,10609.47,0.00,11897.43,20703.31,6
2000-11-08,10618.28,0.00,11633.62,20726.65,6
2000-11-09,10602.20,0.00,11589.65,20612.96,6
2000-11-10,10607.66,0.00,11307.73,20645.11,6
2000-11-13,10612.04,0.00,11219.80,20432.63,6
2000-11-14,10584.48,0.00,11514.64,20436.11,6
2000-11-15,10597.24,0.00,11550.85,20543.43,6
2000-11-16,10589.27,0.00,11369.80,20713.36,6
2000-11-17,10595.45,0.00,11309.02,20741.65,6
2000-11-20,10561.68,0.00,11147.38,20750.72,6
2000-11-21,10569.94,0.00,11204.27,20619.94,6
2000-11-22,10529.32,0.00,10936.58,20603.28,6
2000-11-24,10540.50,0.00,11160.31,20570.85,6
2000-11-27,10558.75,0.00,11258.59,20713.01,6
2000-11-28,10561.04,0.00,11064.61,20784.40,6
2000-11-29,10558.52,0.00,11043.91,20782.70,6
2000-11-30,10549.98,0.00,10948.22,20942.52,6
2000-12-01,10569.31,0.00,10943.05,20899.81,6
2000-12-04,10592.72,0.00,11036.16,20965.81,6
2000-12-05,10612.88,0.00,11398.26,21131.60,6
2000-12-06,10647.94,0.00,11215.91,21341.67,6
2000-12-07,10651.90,0.00,11062.02,21277.44,6
